,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%),매출액 (억),영업이익 (억),시가총액 (억),PSR,POR,ROE
47,CJ제일제당,97950,361500.0,13176748.0,18.98,1.5,0.69,75.48,145633.0,8436.0,47633.94402,0.32708207631512093,5.646508300142248,7.903055848261327
48,팬오션,28670,5370.0,534537812.0,29.18,1.13,,100.31,18740.0,1679.0,28704.6805044,1.5317332179509071,17.096295714353783,3.87251542152159
49,한진중공업,97230,3490.0,106052508.0,-1.09,0.41,,53.41,28133.0,793.0,3701.2325292,0.1315619567483027,4.667380238587642,-37.61467889908256
50,JW홀딩스,96760,8880.0,62020883.0,-61.67,4.74,0.83,98.17,6848.0,433.0,5507.4544104,0.8042427585280373,12.719294250346419,-7.686071023187936
51,SK이노베이션,96770,192500.0,92465564.0,10.79,1.05,3.33,120.41,395205.0,32283.0,177996.2107,0.4503895717412482,5.513620503051142,9.73123262279889
52,삼성카드,29780,38700.0,115858891.0,12.83,0.64,3.88,,34701.0,4309.0,44837.390817,1.292106591078067,10.405521192155952,4.9883086515978174
53,베트남개발1,96300,522.0,124245360.0,,,,,,,648.5607792,,,
54,알루코,1780,3920.0,74524102.0,12.25,1.46,1.28,86.68,4286.0,245.0,2921.3447984,0.681601679514699,11.92385632,11.918367346938776
55,웅진씽크빅,95720,7250.0,34621165.0,10.72,0.88,,148.26,6240.0,377.0,2510.0344625,0.4022491125801282,6.657916346153845,8.208955223880597
56,맵스리얼티1,94800,3760.0,92834331.0,,,,,,,3490.5708456,,,
57,아비스타,90370,3335.0,30221846.0,-0.39,1.75,,57.0,921.0,325.0,1007.8985641,1.0943524040173724,3.101226351076923,-448.71794871794873
58,후성,93370,10500.0,92399753.0,14.91,6.4,,79.39,1921.0,364.0,9701.974065,5.0504810333159815,26.653774903846156,42.924211938296445
59,LF,93050,33100.0,29240000.0,18.73,0.92,1.51,190.4,15293.0,790.0,9678.44,0.632867324919898,12.251189873417722,4.9119060331019755
60,주연테크,44380,661.0,98773270.0,41.31,1.2,,213.86,497.0,4.0,652.8913147,1.3136646171026156,163.222828675,2.904865649963689
61,코스맥스비티아이,44820,33750.0,9603921.0,21.11,1.11,0.59,69.14,2669.0,202.0,3241.3233375,1.2144336221431247,16.046155136138612,5.258171482709617
62,인천도시가스,34590,29900.0,4374754.0,15.22,0.76,4.18,141.73,5149.0,110.0,1308.051446,0.2540399001747912,11.891376781818181,4.993429697766097
63,삼정펄프,9770,41650.0,2499971.0,5.39,0.59,3.96,421.32,1521.0,119.0,1041.2379215,0.684574570348455,8.7498985,10.946196660482375
64,KEC,92220,1435.0,110855877.0,358.75,0.65,,84.19,2277.0,40.0,1590.78183495,0.698630581884058,39.769545873750005,0.18118466898954705
65,KPX홀딩스,92230,66500.0,4224646.0,9.5,0.47,3.16,192.53,9376.0,558.0,2809.38959,0.2996362617320819,5.034748369175627,4.947368421052632
66,현대EP,89470,6470.0,31900000.0,4.04,0.77,2.16,100.31,8612.0,689.0,2063.93,0.23965745471435204,2.9955442670537007,19.05940594059406
67,세원셀론텍,91090,3550.0,60990792.0,-23.83,1.1,,80.77,2222.0,1.0,2165.173116,0.9744253447344734,2165.173116,-4.616030214015947
68,노루페인트,90350,8370.0,20000000.0,18.04,0.62,2.39,98.27,4789.0,312.0,1674.0,0.3495510544998956,5.365384615384615,3.436807095343681
69,아모레퍼시픽,90430,307500.0,58458490.0,33.2,5.47,0.51,128.53,56454.0,8481.0,179759.85675,3.184182816983739,21.195596834099753,16.475903614457827
70,롯데관광개발,32350,13050.0,45395023.0,383.82,3.6,,102.19,504.0,33.0,5924.0505015,11.754068455357142,179.51668186363636,0.9379396592152571
71,평화산업,90080,1715.0,37403844.0,37.28,1.09,2.91,62.46,3270.0,5.0,641.4759246,0.19617000752293579,128.29518492,2.9238197424892705
72,우진플라임,49800,8200.0,10000000.0,5.54,1.03,,80.68,2283.0,161.0,820.0,0.3591765221200175,5.093167701863354,18.592057761732853
73,신세계 I&C,35510,81700.0,1720000.0,55.2,0.84,1.22,259.5,2963.0,87.0,1405.24,0.4742625717178535,16.152183908045977,1.5217391304347825
74,진도,88790,5510.0,12447744.0,8.26,0.72,3.63,66.92,1230.0,109.0,685.8706944,0.5576184507317073,6.29239169174312,8.716707021791766
75,맥쿼리인프라,88980,8170.0,349044336.0,,,,,,,28516.9222512,,,
76,롯데쇼핑,23530,232000.0,28122047.0,43.44,0.42,0.86,101.64,295264.0,9404.0,65243.14904,0.22096547171344966,6.937808277328796,0.9668508287292817
77,현대글로비스,86280,137000.0,37500000.0,10.16,1.48,2.19,123.97,153406.0,7288.0,51375.0,0.33489563641578557,7.049259055982437,14.566929133858267
78,TBH글로벌,84870,7570.0,20856819.0,-54.46,0.76,,123.6,7222.0,124.0,1578.8611983,0.21861827725006924,12.732751599193548,-1.3955196474476679
79,하나금융지주,86790,54000.0,296003062.0,12.01,0.71,1.94,,345998.0,16141.0,159841.65348,0.4619727671258216,9.902834612477543,5.911740216486261
80,제일연마,1560,5620.0,10000000.0,12.06,0.6,2.85,147.74,864.0,42.0,562.0,0.6504629629629629,13.380952380952381,4.975124378109452
81,현대리바트,79430,28600.0,20535282.0,14.89,1.74,0.28,146.03,7356.0,422.0,5873.090652,0.7984081908646004,13.917276426540283,11.685695097380792
82,대한제강,84010,9660.0,24646734.0,5.96,0.5,3.42,158.96,8979.0,563.0,2380.8745044,0.26516031901102577,4.228906757371226,8.389261744966444
83,새론오토모티브,75180,7000.0,19200000.0,5.96,0.63,2.71,437.59,1975.0,280.0,1344.0,0.6805063291139241,4.8,10.570469798657719
84,KPX그린케미칼,83420,4295.0,20000000.0,29.83,0.74,3.72,72.06,2436.0,41.0,859.0,0.3526272577996716,20.951219512195124,2.48072410325176
85,동북아12호,83370,5000.0,1585660.0,,,,,,,79.283,,,
86,동북아13호,83380,5020.0,1585660.0,,,,,,,79.600132,,,
87,대상홀딩스,84690,9720.0,36212538.0,12.56,0.73,1.75,120.24,33181.0,1361.0,3519.8586936,0.10608054891654863,2.5862297528288023,5.812101910828025
88,코아스,71950,1275.0,30907210.0,-5.1,1.6,,50.09,971.0,35.0,394.0669275,0.40583617662203914,11.259055071428572,-31.37254901960785
89,이월드,84680,1765.0,90509897.0,76.74,1.25,,30.65,297.0,43.0,1597.49968205,5.378786808249158,37.151155396511626,1.6288767266093302
90,동양고속,84670,31700.0,2592000.0,13.02,0.69,0.58,54.72,1555.0,178.0,821.664,0.5284012861736335,4.61608988764045,5.299539170506913
91,한미반도체,42700,11800.0,63582100.0,23.84,3.05,1.7,314.51,1663.0,386.0,7502.6878,4.511538063740228,19.437015025906735,12.793624161073824
92,동일산업,4890,75300.0,2425215.0,13.59,0.51,1.59,562.13,3044.0,123.0,1826.186895,0.5999299917871223,14.84704792682927,3.7527593818984553
93,삼호개발,10960,4240.0,25000000.0,6.6,0.72,3.07,147.76,2745.0,222.0,1060.0,0.3861566484517304,4.774774774774775,10.90909090909091
94,금호타이어,73240,5250.0,157993158.0,-23.03,0.75,,43.2,29472.0,1201.0,8294.640795,0.2814413950529316,6.906445291423813,-3.256621797655232
95,CJ CGV,79160,73900.0,21161313.0,126.76,4.19,0.47,60.41,14322.0,703.0,15638.210307,1.0919012922077922,22.24496487482219,3.305459135373935
96,일진다이아,81000,20300.0,11277975.0,49.15,2.7,0.49,99.75,1084.0,64.0,2289.428925,2.112019303505535,35.772326953125,5.493387589013225
97,유니드,14830,44200.0,8889843.0,7.88,0.63,2.49,122.1,7409.0,680.0,3929.310606,0.5303429080847618,5.7783979500000004,7.994923857868021
98,상신브레이크,41650,7940.0,21471450.0,8.76,1.02,2.02,83.71,3796.0,309.0,1704.83313,0.44911304794520546,5.51725932038835,11.643835616438357
99,사조해표,79660,11200.0,7160000.0,67.88,0.6,,32.23,6739.0,47.0,801.92,0.11899688381065439,17.062127659574468,0.8839127872716559
100,인팩,23810,4420.0,10000000.0,4.74,0.41,3.39,119.72,2340.0,108.0,442.0,0.18888888888888888,4.092592592592593,8.649789029535864
101,GS,78930,63600.0,92915378.0,7.48,0.86,2.52,56.11,134624.0,17542.0,59094.180408,0.43895724690991206,3.3687253681450233,11.497326203208555
102,유니퀘스트,77500,10300.0,27080171.0,64.38,1.53,0.78,110.81,2636.0,78.0,2789.257613,1.0581402173748105,35.75971298717949,2.376514445479963
103,동아에스텍,58730,6270.0,15400000.0,7.45,0.91,3.19,143.4,1571.0,158.0,965.58,0.6146276257161044,6.1112658227848105,12.21476510067114
104,LG디스플레이,34220,30800.0,357815700.0,12.15,0.85,1.62,116.13,265041.0,13114.0,110207.2356,0.4158120275730925,8.403784932133597,6.995884773662551
105,텔코웨어,78000,12300.0,9702706.0,26.51,0.66,4.07,922.3,409.0,46.0,1193.432838,2.9179286992665037,25.944192130434782,2.4896265560165975
106,STX엔진,77970,8040.0,23008904.0,-7.95,2.07,,41.6,5298.0,41.0,1849.9158816,0.34917249558323893,45.11989955121951,-26.037735849056602
107,NICE,34310,15650.0,37882300.0,11.35,1.09,0.83,128.74,13464.0,1269.0,5928.57995,0.4403282791146762,4.671851812450749,9.60352422907489
108,대교,19680,7990.0,84702850.0,19.54,1.1,3.0,201.02,8207.0,428.0,6767.757715,0.8246323522602655,15.812518025700934,5.629477993858751
109,기업은행,24110,16500.0,559978815.0,9.36,0.6,2.91,,152777.0,15326.0,92396.504475,0.6047801990810134,6.02874229903432,6.4102564102564115
110,나노메딕스,74610,22800.0,21886139.0,182.4,28.86,,109.55,384.0,41.0,4990.039692,12.994895031250001,121.70828517073171,15.82236842105263
111,한솔홈데코,25750,1430.0,80565149.0,14.59,0.77,,52.58,2354.0,131.0,1152.0816307,0.48941445654205606,8.794516264885496,5.2775873886223446
112,이수페타시스,7660,4385.0,41268398.0,48.72,0.88,2.28,84.59,5542.0,111.0,1809.6192523,0.3265281942078672,16.302876146846845,1.8062397372742203
113,강원랜드,35250,31850.0,213940500.0,14.99,1.99,3.11,251.53,16965.0,6186.0,68140.04925,4.016507471264368,11.015203564500485,13.275517011340893
114,YG PLUS,37270,1950.0,58170704.0,-27.46,1.11,,636.99,704.0,68.0,1134.328728,1.6112623977272726,16.681304823529413,-4.0422432629278955
115,농심홀딩스,72710,111500.0,4637790.0,6.52,0.62,1.79,57.68,4978.0,869.0,5171.13585,1.0387978806749698,5.95067416570771,9.509202453987731
116,한국금융지주,71050,81900.0,55725992.0,18.03,1.42,0.98,,53340.0,3619.0,45639.587448,0.8556353102362204,12.611104572533849,7.875762617859122
117,유엔젤,72130,4220.0,13195454.0,-12.98,1.04,2.37,288.57,303.0,47.0,556.8481588,1.8377827023102309,11.847833165957447,-8.012326656394453
118,SBS,34120,27250.0,18252582.0,-939.66,0.89,2.75,189.67,8291.0,77.0,4973.828595,0.5999069587504523,64.59517655844155,-0.09471510972053722
119,엔씨소프트,36570,432000.0,21939022.0,34.79,4.87,0.88,418.83,9836.0,3288.0,94776.57504,9.635682700284669,28.824992408759122,13.998275366484622
120,하이스틸,71090,21850.0,1999944.0,11.21,0.35,0.69,55.47,1489.0,71.0,436.987764,0.29347734318334456,6.15475723943662,3.122212310437109
121,DSR제강,69730,5710.0,14400000.0,9.47,0.65,0.7,89.65,1725.0,77.0,822.24,0.4766608695652174,10.678441558441559,6.863780359028511
122,태경화학,6890,4540.0,11600000.0,13.8,0.55,3.3,133.08,513.0,38.0,526.64,1.026588693957115,13.858947368421052,3.985507246376812
123,한농화성,11500,4180.0,15637042.0,7.45,0.63,2.63,135.48,2050.0,82.0,653.6283556,0.3188431002926829,7.971077507317073,8.456375838926174
124,현대백화점,69960,110000.0,23402441.0,9.33,0.68,0.64,82.26,18318.0,3832.0,25742.6851,1.405321820067693,6.717819702505219,7.288317256162916
125,대호에이엘,69460,1155.0,27134839.0,-14.09,1.38,,37.36,1176.0,1.0,313.40739045,0.2665028830357143,313.40739045,-9.794180269694818
126,대웅제약,69620,196000.0,11586575.0,84.19,4.05,0.31,154.7,8839.0,259.0,22709.687,2.5692597578911642,87.6821891891892,4.810547570970424
127,마니커,27740,651.0,116725477.0,81.38,0.85,,42.45,2298.0,35.0,759.88285527,0.33067139045691907,21.710938722,1.0444826738756452
128,S&T홀딩스,36530,14450.0,15830105.0,85.5,0.4,2.35,198.81,15377.0,723.0,2287.4501725,0.14875789637120373,3.1638314972337485,0.46783625730994155
129,휴켐스,69260,23600.0,40878588.0,22.37,1.85,2.12,209.92,5982.0,769.0,9647.346768,1.6127293159478435,12.545314392717815,8.270004470272687
130,세종공업,33530,7470.0,20054430.0,10.38,0.37,2.68,81.64,11544.0,234.0,1498.065921,0.12977009017671517,6.4019911153846145,3.5645472061657033
131,포스코강판,58430,27800.0,6000000.0,5.36,0.82,3.6,84.65,7980.0,411.0,1668.0,0.20902255639097744,4.0583941605839415,15.298507462686564
132,삼성출판사,68290,11500.0,10000000.0,20.54,1.36,0.96,57.47,1633.0,122.0,1150.0,0.704225352112676,9.426229508196721,6.621226874391432
133,세이브존I&C,67830,4855.0,41040895.0,7.36,0.51,0.62,73.27,1830.0,369.0,1992.53545225,1.088817187021858,5.3998250738482385,6.929347826086957
134,교보증권,30610,11450.0,36000000.0,6.61,0.53,1.49,,11108.0,722.0,4122.0,0.37108390349297804,5.7091412742382275,8.018154311649017
135,한샘,9240,171000.0,23533928.0,31.56,5.71,0.64,144.13,19345.0,1596.0,40243.01688,2.0802800144740243,25.21492285714286,18.09252217997465
136,신세계건설,34300,29000.0,4000000.0,3.07,0.91,1.72,61.43,14382.0,519.0,1160.0,0.08065637602558753,2.235067437379576,29.64169381107492
137,우신시스템,17370,8120.0,18314054.0,14.82,1.14,0.37,123.57,2643.0,115.0,1487.1011848,0.5626565209231934,12.931314650434784,7.692307692307692
138,LG전자,66570,107500.0,163647814.0,252.94,1.61,0.37,75.02,553670.0,13378.0,175921.40005,0.3177369191937436,13.150052328449693,0.6365145884399462
139,한국콜마홀딩스,24720,48500.0,16748936.0,22.17,3.19,0.32,79.11,3304.0,612.0,8123.23396,2.458605920096852,13.273258104575163,14.388813712223724
140,S&T모티브,64960,44750.0,14623136.0,19.5,0.96,2.23,155.78,11538.0,716.0,6543.85336,0.5671566441324319,9.13946,4.923076923076923
141,광주신세계,37710,230500.0,1600000.0,8.1,0.69,0.54,22.37,2104.0,560.0,3688.0,1.752851711026616,6.585714285714285,8.518518518518519
142,일진디스플,20760,8100.0,28314440.0,-3.44,3.59,,48.42,1688.0,298.0,2293.46964,1.3586905450236966,7.696206845637583,-104.36046511627907
143,필룩스,33180,3160.0,31265881.0,14.98,1.11,2.39,60.24,1078.0,106.0,988.0018396,0.9165137658627087,9.320772071698114,7.409879839786382
144,종근당바이오,63160,22750.0,5229489.0,12.61,0.86,1.76,144.66,1130.0,116.0,1189.7087475,1.0528395995575222,10.25610989224138,6.819984139571769
145,신한지주,55550,51100.0,474199587.0,8.8,0.78,2.84,,222880.0,31086.0,242315.988957,1.0872038269786433,7.795019911117545,8.863636363636363
146,코웨이,21240,97400.0,74818121.0,30.75,6.04,3.29,90.15,23763.0,3388.0,72872.849854,3.066651931742625,21.509105623966942,19.642276422764226
147,세아홀딩스,58650,159500.0,4000000.0,7.08,0.37,1.1,72.37,40343.0,2348.0,6380.0,0.15814391592097762,2.717206132879046,5.2259887005649714
148,LG생활건강,51900,1222000.0,15618197.0,38.1,8.09,0.61,77.49,60941.0,8809.0,190854.36734,3.1317892279417796,21.665838045181065,21.23359580052493
149,LG화학,51910,417000.0,70592343.0,24.05,2.16,1.2,114.81,206593.0,19919.0,294370.07031,1.4248792084436548,14.778355856719713,8.981288981288982
0,대우건설,47040,5730.0,415622638.0,-3.24,1.16,,70.78,111059.0,4672.0,23815.1771574,0.21443716544719474,5.097426617594178,-35.80246913580246
1,포스코대우,47050,20000.0,123375149.0,20.47,0.91,2.5,90.93,164921.0,3181.0,24675.0298,0.14961727008689008,7.757004023891858,4.445530043966781
2,대우조선해양,42660,17950.0,106656288.0,-0.14,1.15,10.72,54.01,128192.0,15308.0,19144.803696,0.14934476173240138,1.2506404295793048,-821.4285714285713
3,두산인프라코어,42670,10750.0,207999347.0,35.25,1.08,,51.26,57296.0,4908.0,22359.9298025,0.39025289378839706,4.555812918194784,3.0638297872340425
4,진양화학,51630,2280.0,12000000.0,20.92,0.89,3.29,130.3,576.0,13.0,273.6,0.47500000000000003,21.04615384615385,4.2543021032504775
5,동원F&B,49770,245500.0,3859124.0,17.66,1.69,1.02,63.64,22413.0,733.0,9474.14942,0.42270777762905454,12.925169740791269,9.569648924122308
6,두산중공업,34020,15600.0,106463061.0,-10.9,0.54,3.53,61.65,138927.0,7912.0,16608.237516,0.11954650655380164,2.0991200096056626,-4.954128440366973
7,한국내화,10040,2960.0,22863632.0,11.79,0.58,0.85,60.62,2584.0,96.0,676.7635072,0.2619053820433437,7.049619866666667,4.919423240033927
8,한세예스24홀딩스,16450,10900.0,40000000.0,28.09,1.64,1.47,76.03,22400.0,861.0,4360.0,0.19464285714285715,5.063879210220674,5.838376646493414
9,대성홀딩스,16710,7860.0,16089459.0,8.9,0.33,3.18,130.68,8902.0,294.0,1264.6314774,0.14206150049427094,4.301467610204082,3.707865168539326
10,대원제약,3220,22100.0,18203175.0,19.87,2.45,1.14,156.46,2407.0,291.0,4022.901675,1.6713343061902783,13.8244043814433,12.330145948666331
11,한국가스공사,36460,47400.0,92313000.0,-6.49,0.45,0.36,132.62,211081.0,9176.0,43756.362,0.2072965449282503,4.7685660418483,-6.933744221879815
12,미래아이앤지,7120,620.0,103587319.0,-18.79,0.96,,629.22,98.0,16.0,642.2413778,6.553483446938776,40.1400861125,-5.109100585417775
13,화천기공,850,54300.0,2200000.0,16.7,0.44,2.3,276.85,1748.0,42.0,1194.6,0.6834096109839817,28.44285714285714,2.634730538922156
14,팜스코,36580,13600.0,36727943.0,18.71,1.69,0.74,54.3,9476.0,423.0,4995.000248,0.5271211743351626,11.808511224586288,9.032602886157134
15,KT&G,33780,106500.0,137292497.0,11.88,1.91,3.38,201.03,45033.0,14701.0,146216.509305,3.2468747208713613,9.946024712944698,16.077441077441076
16,현대중공업,9540,134500.0,56665426.0,18.75,0.56,,94.9,393173.0,16419.0,76214.99797,0.1938459608620124,4.6418781880747915,2.986666666666667
17,디씨엠,24090,12450.0,11700000.0,7.45,0.8,3.21,377.59,1285.0,194.0,1456.65,1.1335797665369651,7.508505154639176,10.738255033557047
18,AK홀딩스,6840,76800.0,13247561.0,14.13,1.6,0.72,74.69,29218.0,2137.0,10174.126848,0.34821434896296805,4.760939095928872,11.323425336164188
19,대한유화,6650,304000.0,6500000.0,7.26,1.46,1.32,90.79,15964.0,3430.0,19760.0,1.237785016286645,5.760932944606414,20.110192837465565
20,백산,35150,6680.0,24200000.0,7.4,1.29,1.35,176.48,2008.0,276.0,1616.56,0.8050597609561753,5.857101449275362,17.43243243243243
21,지투알,35000,9220.0,16567409.0,10.22,1.02,2.71,136.42,4080.0,196.0,1527.5151098,0.3743909582843137,7.7934444377551015,9.980430528375733
22,체시스,33250,974.0,24000000.0,-5.6,0.79,,33.07,559.0,25.0,233.76,0.418175313059034,9.3504,-14.10714285714286
23,자화전자,33240,25200.0,17900000.0,31.19,1.54,1.59,221.62,2985.0,193.0,4510.8,1.5111557788944725,23.3720207253886,4.9374799615261304
24,KT,30200,30000.0,261111808.0,11.02,0.64,2.67,97.88,227437.0,14400.0,78333.5424,0.344418640766454,5.439829333333334,5.807622504537205
25,하이트론,19490,4060.0,5530735.0,7.45,0.43,,174.38,411.0,80.0,224.547841,0.5463451119221411,2.8068480125,5.771812080536912
26,제일기획,30000,19950.0,115041225.0,26.01,2.65,1.5,144.17,32326.0,1495.0,22950.7243875,0.7099772439367691,15.35165510869565,10.188389081122644
27,디피씨,26890,5040.0,41678175.0,15.51,1.4,1.39,240.78,1398.0,162.0,2100.58002,1.5025608154506438,12.966543333333332,9.026434558349452
28,케이씨,29460,23250.0,13554044.0,16.19,2.31,0.64,214.23,4875.0,541.0,3151.31523,0.6464236369230769,5.824981940850278,14.268066707844348
29,대원화성,24890,2700.0,41249152.0,15.43,1.56,,116.95,1244.0,124.0,1113.727104,0.8952790225080386,8.981670193548387,10.110174983797798
30,E1,17940,57700.0,6860000.0,-14.91,0.3,3.47,89.33,39959.0,111.0,3958.22,0.09905703345929577,35.659639639639636,-2.0120724346076457
31,SK가스,18670,96800.0,8967396.0,5.14,0.61,2.63,79.66,52547.0,1808.0,8680.439328,0.1651938136906008,4.801127946902655,11.867704280155642
